DOC_ID,DOC_NAME,TOTAL_LIVESENDS,TOTAL_CLIENT_OPENS,OPEN_RATE,CONTENT_TYPE
863f9309-1dae-4781-8116-2f1bc38309e4,"Migrate VMware, IBM Power and SAP workloads to IBM Cloud - One Page Client Presentation",2,0,0,Client Presentation
5402af76-d9a0-4ff3-9d8d-721854848d4a,Client Handout #1 Help protect and enable your remote workforce,107,3,2.8,Solution/Product Overview
4d39aa7b-5bf1-4ddd-b323-4ddfe08466f9,User Group - StoredIQ Community,1,1,100,Other
0f43f7d3-c353-4788-94b3-90f5958b0e54,Manage environments running OpenShift - One Page Client Presentation,1,0,0,Client Presentation
e9f6d796-31e6-4af3-97b5-2b582ca720b2,Policy Insights with IBM Watson,1,0,0,Solution Brief/Data Sheet
c9475044-2eae-4edc-a956-faafd12869bb,IBMStudyAdvance_SolutionBrief,2,0,0,Solution Brief/Data Sheet
28477204-1915-493e-b5c1-b8d7e97b2c4e,Customer Presentation - IBM Cloud Pak for Data Overview (Level 200),4,3,75,Client Presentation
e8bb02a7-5b23-41af-882c-0ea3057a3699,"IBM's X-Force Incident Response and Intelligence Services: Proactive, Faster, Breach Reaction",8,0,0,Expert POV
476c001b-74bd-4aec-a4d6-9c38fe878e03,Tech - How to Create StoredIQ Custom Cartridges,1,1,100,Code Patterns
b93ef64b-b6c1-4702-9471-b601cf974de6,Solution Brief - Watson Knowledge Catalog InstaScan,55,0,0,Solution Brief/Data Sheet
34900cf8-6a19-4ab0-be23-5e2bda10ce8a,Build  Modernize Client Deck,1,1,100,Client Presentation
4957aefb-120e-410b-8e54-9989685fd268,Multicloud Management Services (MCMS) One Page - Client Presentation,8,0,0,Client Presentation
30b25d09-6b76-4574-bc63-3541a0b5e3b9,Solution brief: IBM Cloud for Financial Services,3,0,0,Solution Brief/Data Sheet
10c667ef-07ee-4623-ad2c-0aab19565356,Policy Insights demo_Dec_2019,1,1,100,Demo
ebaf591e-379d-449e-b8d7-04c8d2fdfa1e,TechCon Virtual Invitation V2 6-12-2020-1,127,5,3.94,Event
c3910aab-f20d-4e32-bb14-becb184ef5e3,LinuxONE Oracle_InfoSheet_MA_April 10 2020_2020-Aug-06,3,2,66.67,Messaging/Competitive Positioning
8cc45823-8292-4f09-9dbd-09f72dd006ca,"Provide managed backup, cyber recovery with IBM Cloud Object Storage - One Page Client Presentation",57,1,1.75,Client Presentation
87948f81-3a40-45ef-aa92-61d6a5cf8ea2,Think Summit Japan 概要ご説明資料 (Powerpoint),1,1,100,Template
abdac622-7b02-4b18-8af6-8ad9749efbd4,Use Case - StoredIQ Data Clean Up,1,0,0,Use Case
bad774bb-f1ae-40ef-b099-e9be909a8f3b,Return to Workplace Advisor Client Presentation 5.8.20,2,1,50,Client Presentation
e408b5bf-db36-438b-867f-14bb5048a501,IBM Technical Support Appliance - Immersive Demo Experience,5,3,60,Demo
ab649237-10d0-4625-9516-9e8d792ae16e,Client Success Story: Anthem Inc,2,0,0,Client Story
02760e29-11f1-4c5b-95a1-5b30c0adc49c,Cloud Security & Resiliency - Solution Brief,43,0,0,Solution Brief/Data Sheet
db9b9c1b-a5c3-4d49-ab9b-d69a096fef00,IBM Storage FlashSystem 9200 Quick Proposal BP US English_2020-Feb-07,1,1,100,RFP/Proposal
e7c6d62e-a004-4dab-9522-16b475824f07,Manage environments running RHEL - One Page Client Presentation,18,0,0,Client Presentation
fe7b3ebc-6c88-4bf3-8382-1bb464b9c9d9,Client Presentation - IBM Cloud Pak for Integration 2020,1,1,100,Client Presentation
3941c59d-35f2-494d-a476-d05ad1711bd9,vMSU 2020 Registration email template,1,1,100,Event
99cddfd6-4fff-466e-9fb8-36c201fe2855,Proactive Support - DataSheet,1,0,0,Solution Brief/Data Sheet
59e6fb2a-cf79-4458-8f8e-59f95987780c,IBM Security Virtual Master Skills University 2020 Save the Date Flyer,13,0,0,Event
6b4bb3af-8f02-4f08-92fd-a2fb36ebe2f2,Move to Cloud: Accelerating Clients' Journey to Cloud (Brochure),4,1,25,Training/Course
9f3918c7-26c2-4b84-ac60-a01f52aaf8dc,IBM Multi-Factor Authentication for z/OS client presentation,4,0,0,Client Presentation
6fb81a70-bb2c-414f-af20-315a544ddd9f,Hyper Protect DBaaS - Customer Overview,1,0,0,Client Presentation
6636e812-0bd2-4101-8c35-6e53789acfbe,ICO One Pagers Worker Insights v13,34,3,8.82,Quick Reference Guide/Conversation Guidance
9cd6c716-167b-4418-a772-b447c9f400b7,Power Use Cases,6,2,33.33,Quick Reference Guide/Conversation Guidance
348c5b3e-3630-4f37-ba9b-798ea8c2bfd9,Client Handout_Virtually extend your security team and quickly add expertise to help secure your remote workforce_Conversation_#4,3,0,0,Social Selling
919599e3-2909-4133-921b-9691e4a283c3,IBM Watson Health Universal Access,1,0,0,Solution Brief/Data Sheet
b08c06d2-7e06-48d2-94cf-a019e620b1fa,Client Vantage,2,2,100,Other
644a88f9-2efc-4f39-9c0c-36e2a629a166,IBM Study Advance Demo 2020,6,3,50,Demo
f7794d5c-b889-421d-a468-088956bb3f53,IDC Five Key Technologies for Enabling a Cyber Resilience Framework,38,2,5.26,Expert POV
ae60bf8b-834c-4950-9932-21fc05c6c424,Cost of a Data Breach Report 2020,105,0,0,Research Report
65dcd26b-2ea6-4ee8-ab8b-0ffadb91bacb,IBM Technical Support Appliance - Video,3,1,33.33,Seller presentation/Enablement
e9669d7e-acad-44c2-ad9f-9bc0be0659a4,Covid-19 Seller Email - All Conversations - 03242020,1,0,0,Template
8d76947b-45b4-4812-b779-75aa52753385,Hybrid Platform and Managed Data Recovery - Client One pager,2,1,50,Client Presentation
591a61e4-0d94-4738-a38a-64c14b246f5c,CA Customer Presentation Overview - 2H 2020,2,2,100,Client Presentation
c015e532-317e-41bc-b2af-c7c68b5cfdcd,Manage Red Hat Based Environments - Solution Brief,1,1,100,Solution Brief/Data Sheet
1119fc0a-4fa0-4b6c-964b-aae4b7b8445e,CCaaS Rapid Response Offering Sales Presentation,5,0,0,Client Presentation
cc9315e2-00ac-4393-8138-7ed39632d0e8,IBM Storage FlashSystem 7200 Quick Proposal BP US English_2020-Feb-12,2,2,100,RFP/Proposal
23e2639c-192c-4af5-b3fd-de41ee336bed,Data Science - External References,1,1,100,Case Study
1e916d2a-6985-42b2-a4db-723610d001c7,"Expert Exchange with Forrester Invitation: What can your business do to survive, compete and thrive in 2021?",1,0,0,Event
e8e763a8-34c1-41cc-8bbd-bcd26a7620d5,IBM Cloud Pak for Integration Demos,1,0,0,Demo
efceddd6-86ab-4af0-8932-17eca9696c4e,176_Frankfurt Airport,2,1,50,Case Study
1e711351-230c-43e4-92c0-4830fb60ac6b,Return-to-Workplace_external onepager_42820,1,1,100,Solution/Product Overview
64301bd5-6e33-4a8e-987f-d3746f998ee5,Digital Transformation with Red Hat Client Facing One Pagers,1,0,0,Client Presentation
f9e9857a-a4de-47de-b40d-a14df97a7ace,IBM Multicloud Management - Client Deck - Cloud Automation Manager Short Deck,3,1,33.33,Client Presentation
4340c510-729c-4b60-8bc7-184ec3e89de9,Flexible Analytics for Health Plans SUMMARY,1,0,0,Client Presentation
f4ddf95f-6c62-49d4-b389-0ca8c773480b,NeoFax & Peds_Data Sheet - IBM Micromedex NeoFax and Pediatric Drug,2,2,100,Solution Brief/Data Sheet
3bccab6a-c5d9-4d48-98b4-d86f1e68ebc8,Preparing for Panic: Building a Resilient Organization during COVID-19 Registration Link,1,1,100,Event
8d01f902-b9d8-4b59-aefc-7a992b3439f6,Watson Assistant - Client Facing Deck 3Q2020,4,3,75,Client Presentation
86a35bdb-0282-47d4-9798-0229b618efe9,Sales Deck Watson Machine Learning for z/OS,1,1,100,Client Presentation
9ac6a7e2-b6d1-41bc-bebd-e4bb607ea21c,IBM Security Secret Server - Client Presentation,2,0,0,Client Presentation
e5ceb34a-169e-47e1-92ee-07f91d91e879,Invitación THINK SUMMIT,52,9,17.31,Event
ee5a3ce6-9d77-45de-b26c-542d33073269,Snap 100 Top Hospitals Snapshot,11,2,18.18,Other
a69a0a13-ae9e-4561-a677-172e9bb28313,Quality Rules Engine Sales Presentation,1,0,0,Client Presentation
f3d9b369-b7e3-41d5-9f0e-937ad1cb7b11,IBM Cloud Paks for Application and Integration - Client Presentation,2,1,50,Client Presentation
0f52697c-a713-4f9d-a66d-3524bb88be1d,Tech Deck Watson Machine Learning for z/OS,2,2,100,Client Presentation
1f6d188a-5203-483e-b142-a340b44d077a,Overview of IBM Cloud Pak for Automation,3,3,100,Demo
c1708a5d-766f-4630-8b75-0866258eacf2,Revenue Cycle Prospective Client Presentation,1,1,100,Client Presentation
f42ae808-bba6-45cf-abb2-245c9a9111ca,Build with IBM Garage (client),1,1,100,Client Presentation
7e43b2fa-8223-4e76-b650-09819f12b4b2,AI Tools and Runtimes - External References,1,0,0,Case Study
adec491f-a023-4cc0-8d6d-3bc822eceadc,Business Analytics - External References,1,1,100,Case Study
ded62449-0982-4cec-b1c4-f2a3d56dcdd2,Data & AI on IBM Z Overview_2020,3,2,66.67,Client Presentation
96e5aa13-76cd-4092-9ec1-608c20ee1ee6,Datacap - White Paper - Why Data Capture and Automaton are Key to Digitial Transformation,1,1,100,Research Report
0862a979-05fc-46ee-9bde-2ca9dbf192ff,Data and AI - External References Main Deck,1,1,100,Case Study
9750e2c2-f828-40cb-8022-470341951c3d,QRadar Advisor with Watson Solution Brief,2,0,0,Client Presentation
1cee0f26-87f3-4ba4-ba6b-e90eee94cf27,100 Top National CAH Sample Report,4,1,25,Demo
44c4dc92-a844-4769-a133-7cd28add7841,Think Digital Summit España_Invitacion_Desarrolladores,3,2,66.67,Event
55696a54-7127-4a0e-b4c9-37fbce64f9d0,Why education? 2020,2,2,100,Client Presentation
b8cc429b-2751-4739-8887-3ed79343b442,IBM Return-to-Workplace Advisor Demo Video,2,0,0,Demo
bdf23018-a8d8-47bd-8c53-5a0611710e64,Garage client journey view (1 slide),5,0,0,Client Presentation
54c475e0-f966-4be2-85fa-64d3725e3206,Cloud Pak for Data - External References,6,3,50,Case Study
57525a3e-91a3-40a3-9e99-559d3b31ea2f,Case Study Video: Liberty Mutual: Helping inform benefits decisions,3,1,33.33,Case Study
3b3c426f-9691-4abf-84d1-1ea2c07b79bd,IT Optimization for Hybrid Cloud Client Facing One Pagers,48,0,0,Client Presentation
111d0e9a-e41f-4272-bdee-ac77d636a868,Return2Work_Payer/Provider Overview,62,4,6.45,Solution/Product Overview
24d7802d-20c9-4d22-93e5-f79131b0443b,Test for event invite,2,2,100,Event
94518ef0-b69a-4424-b582-9b152dff3872,Cognos & Planning Analytics - Vision Hospitality Group,1,1,100,Case Study
b957776e-1e87-4e65-b4ab-336114fb0bb4,Db2 Standard edition price increase announceement,2,2,100,Announcement
7b885fa2-de5f-4403-928c-f7aee8d64cbe,BACA - Client Facing Presentation,2,0,0,Client Presentation
3dc6cc84-dd73-49d7-bc61-ff644ed21f1d,Phytel (Patient Engagement)_Health Quest Case Study,1,0,0,Case Study
1da66dbf-e20f-4e14-baed-52ac54fe30dd,Watson Works Demo,14,0,0,Demo
652e1dd3-2fe6-408b-8d56-075f3993bfae,Blueworks Live Overview,1,1,100,Client Presentation
26267f77-867d-4bc6-9420-761eddcaa4fb,Trusteer - Remote Work One Pager V4,2,1,50,Solution/Product Overview
7e5b429d-e6d1-4527-815d-1b74bff8646b,Build a hybrid cloud with IBM,12,0,0,Messaging/Competitive Positioning
63d9c68f-0a9d-46b4-b2db-c501c8d60b51,Blueworks Live offer,2,1,50,Promotions/Incentives
0180563e-9a02-4ec4-afc1-431e308b64b1,Datacap - Client Sales Presentation,1,1,100,Client Presentation
56917ffb-3e09-4cce-8007-1937b0b0a797,BAI - Dashboards Demo,1,0,0,Demo
ec5a6588-896c-4717-a2a2-e3ad3c8345ce,Client Presentation - Bare Metal Servers with AMD EPYC CPUs,1,1,100,Client Presentation
381bf8af-ff21-411d-b0ff-b8f2c78ac0bb,IBM Micromedex_Brochure - Bundles Overview,1,1,100,Solution Brief/Data Sheet
de60c5c9-c601-4dcf-af81-eebb10ddd21c,Smart White paper - IBM Cloud Paks,2,2,100,Expert POV
bf539c29-4cb4-4c47-8bf2-1f2a753f86c0,Intro Demos Watson Machine Learning for z/OS,1,1,100,Demo
cd4a89ee-2866-4bb8-adb3-0c94ba3ea4a8,Provider Return to Work Email Template,1,0,0,Template
50f6d776-74e0-40d6-8bb9-638bedc0c1e1,SmartEngage_Data Sheet,15,0,0,Solution Brief/Data Sheet
48063ea9-d71e-471d-a9f2-f2f061be9880,Return to Workplace Advisor Solution Overview 5.8.20 (1),4,1,25,Solution/Product Overview
f51ddb91-166d-45ee-a15a-85606d4769cd,Video - Cloud Paks Explained,2,0,0,Solution/Product Overview
a4b864fb-9da4-48f4-bcda-904dcd10f7dc,100 Top Competitor Report _2020 SAMPLE,7,1,14.29,Demo
a7207193-216c-4706-9d75-071aa07f64d5,WH_Payer_OnePgrs_BenefitsMentorwithWatson,2,2,100,Solution/Product Overview
07ea3ab9-4da0-4337-a9cb-f7dc41bd0100,Capture - Buyers Guide,1,1,100,Expert POV
3e4a2351-b4ab-4018-ada1-b142fa364230,AgendaThinkDigitalSummitEspaña_15Octubre2020,2,0,0,Event
7ed01800-3bad-4af3-af62-033e2186ab94,WH_Payer_OnePgrs_Socio-demographics,11,0,0,Solution/Product Overview
03d31c27-6e6c-4838-8907-67f28f43c797,134_North York General Hospital,1,1,100,Case Study
b36d6e48-6fd2-4495-93e9-dbd3013c90c4,Phytel (Patient Engagement)_The Polyclinic Case Study,1,1,100,Case Study
f0fb544c-0e24-419f-b875-de89f3bea61a,120_King Fasial Specialist Hospital,1,1,100,Case Study
faf600dd-7076-4d11-bff1-6144901e1fc4,IBM QRadar with Watson Marketplace Page,1,0,0,Solution/Product Overview
b0f14b84-8827-4f2e-84f1-741766ea6680,Hands on Lab Watson Machine Learning for z/OS,1,1,100,Trial
491629d7-0ae7-4ea1-a6dd-66ddb34a3856,Application Modernization - Reference Architecture,2,2,100,Reference Architecture
c8f7ce9e-9f20-4254-9888-99b09ab32800,Watson Assistant Emerge Smarter - client  deck,2,1,50,Client Presentation
0409dca9-823a-42c0-b6fb-262c65eb9108,Phytel (Patient Engagement)_Utica Park Clinic Case Study,1,1,100,Case Study
3a14930d-4c76-4fa0-95cf-6cae5aa28f67,ibm-watson-works,5,0,0,Demo
be8ca517-f535-40fb-92b0-98cff1c14f12,2019 100 Top Hospitals External Release,2,2,100,Client Presentation
3e2653b6-dbd3-49f6-bd8c-f8f292bd7a69,zProposal (UK - English),1,0,0,RFP/Proposal
5d77ab77-24a6-4706-ad19-688699a28905,Client Presentation _ Application Delivery Foundation for zOS_2020-May-08,1,0,0,Client Presentation
b6ddb361-c7ed-4d5a-a8cc-db4c1ae6cd9f,Hybrid Cloud Storage Proposal,2,2,100,RFP/Proposal
d1fed270-ffb7-4ecf-865f-a904ca24f500,Presentation from InnerCircle 2020: The Future of IBM Cloud Security and Compliance,1,0,0,Client Presentation
26a7210d-72fc-4f33-86f5-241c1012442c,Invitation_English_SEE SALES,25,4,16,Client Presentation
911c8a85-efae-47d7-8121-c94181ed60e7,FitForCommerce Whitepaper,1,1,100,Expert POV
1188bfb5-87e7-42f2-a587-e4716370e77a,RPA - Client Sales Presentation Aug 2020 Final,2,2,100,Seller presentation/Enablement
0ee75aea-fbe5-47a2-a175-94d540bd40fc,IBM Sterling Store Engagement First Call Client Presentation,1,1,100,Client Presentation
63d602ab-5e9f-4f24-989e-9dc344c4de32,zOS Connect EE Solution Architecture_2020-Mar-10,3,1,33.33,Reference Architecture
644ac9ee-b4a4-4b6f-b6b2-ad17b70bed08,Phytel Sales Deck_7.10.20,1,1,100,Client Presentation
1ae42bfd-3f95-484a-aeb4-8bb6fcc46492,IBM zOS Workload Interaction Navigator client presentation_2020-May-14,1,0,0,Client Presentation
0914081f-7abd-49bc-96cb-1a174bee8b66,Data Privacy Passports 5 Page Client Presentation_2020-Apr-03,1,1,100,Client Presentation
aec37b79-b3c9-44f5-aaaa-886100e57bad,ADDI_Clients refs_ use cases_2020-Jan-10,1,1,100,Case Study
c66eb26e-ca17-48c1-b03f-345b3f8fe0c4,IBM LinuxONE for Oracle Client Presentation_2020-Aug-06,3,0,0,Client Presentation
d6984e11-7c53-45b1-a817-ba71e5c69799,Wazi Virtual Test Platform - Sales presentation_2020-Jun-17,1,1,100,Seller presentation/Enablement
dd41c4c6-88a9-45de-87ba-503dbb385d82,IBM Z Performance and Capacity Analytics V3 1 Customer Presentation_2020-May-11,1,1,100,Client Presentation
b6dc698d-ebaa-431d-9421-1077ec90700a,ABO Solution Brief_2020-Jan-13,3,1,33.33,Solution Brief/Data Sheet
55aa586a-9510-4b3a-852a-ed27f03f0bef,CLDSUP -- Overview,1,1,100,Client Presentation
6d68cf20-f0cc-4c60-9be3-45c942a94058,Partner Engagement Manager (PEM) User Interface Demo Video,1,1,100,Demo
9f475f60-9ee8-40b5-acef-438e027798f8,IBM Sterling Transformation Extender Solution Brief,1,0,0,Solution Brief/Data Sheet
554d3d08-8849-4000-b2be-efc2de5b18bc,Acoustic Product Roadmaps,3,3,100,Client Presentation
191a9242-7ca7-4c8b-926d-9bfd836207fc,Inventory Control Tower First Call Client Presentation,4,2,50,Client Presentation
c862ecbb-c782-4229-be04-ef416d0ad86b,Consolidated Communications | IBM,1,1,100,Case Study
1efbec10-2fc7-48a9-a84d-f2bc65f1cbb7,Cloud Functions - Client Presentation (PDF),2,1,50,Client Presentation
957f768d-c48e-4984-9d57-7e5930af1921,LinuxONE Value Proposition Customer Presentation (Express)_2019-Nov-13,1,0,0,Client Presentation
6f3a2676-b9fc-42b3-a6a8-75d6b9f9f08f,Hazelcast Edge Solution Brief,3,0,0,Solution Brief/Data Sheet
3ba759cd-a149-453a-8f6b-8b8852ca96e0,ZD&T Client Presentation _2020-Jan-27,16,4,25,Client Presentation
d7d3f0fa-f1ef-4318-abee-d268dbc6b520,IBM Cloud Object Storage brings cloud storage to your data center_2020-Mar-10,1,0,0,Solution Brief/Data Sheet
30107531-1fea-4f21-865a-6235daf576fd,"An integrated model for predictable, high-speed global content delivery",3,3,100,Research Report
781c7c9a-61f9-4ac0-b0d4-816c2753e9bd,IBM Garage flyer,1,1,100,Case Study
258abb67-9561-4e03-9bd9-64be10db1b65,IBM Spectrum Scale: Store Everywhere Run Anywhere_2019-Jul-17.,1,0,0,Solution/Product Overview
eec28980-fb97-454a-a987-7cd3405bc1a8,IBM Security QRadar Network Insights Data Sheet,1,0,0,Solution Brief/Data Sheet
3ec4880c-3012-48be-ac0d-a08cd0aa842f,SAP HANA on Power Client Presentation_2020-Jan-16,31,14,45.16,Client Presentation
f7ea6a98-a391-4c4d-a11e-37e8b75dc8df,Garage - McLane - Case study,1,1,100,Case Study
f308eb84-6e5c-407e-9435-b6d5e4e48aba,Wells_The Edge Of Glory (or- The Fog Rolls In),1,1,100,Case Study
16a925fb-9d43-4ed0-8631-535481f5e6e1,Client Presentation - IBM Governance Risk and Compliance Portfolio and POV June 2018,1,0,0,Client Presentation
da8c16f6-a45b-4456-919b-53e30d3d5c73,EUSummit-registertoday,34,6,17.65,Event
aa8d2e01-b4b5-4f09-b077-3640749a324c,*COVID-19 Offer: Overview - SPSS Campus Edition Usage,4,2,50,Announcement
25b67bc5-ebd2-4216-94bb-5a44512e7acd,Cloud Pak for Automation Client Deck,2,2,100,Client Presentation
5f594878-cc0e-4ec5-b7db-79bff917bc76,Planning Analytics on Demand - Customer Launch Deck,1,1,100,Client Presentation
56d0a711-fda0-4898-a5d8-21e3cf43ff16,Point of View - Infuse,1,1,100,Client Presentation
956a4216-806a-482f-b36b-22198ae0c944,Client Presentation: Cloud Pak for Applications V3,3,1,33.33,Client Presentation
7014dc14-2103-4466-a10b-ec93b3e0dc3e,Integrated Planning White Paper,2,1,50,News
03b16351-00a7-49f2-8ada-d6bda77fbfc0,IDC Lab Validation Brief: QRadar User Behavior Analytics,1,0,0,Research Report
ad82fa36-d1ad-4779-92c9-ced9dd4f9356,Customer Presentation - Whats New in Information Server 11.7,1,0,0,Client Presentation
0cc952df-2037-4a80-86b6-4dd80848fb60,Aberdeen Report - The Business Value of a Security Monitoring and Analytics Platform,1,1,100,Research Report
fd8449a0-4bd9-40eb-8628-0fdb3d2d99ea,Powerful PAM Made Easy client presentation,1,1,100,Client Presentation
ebd34e04-809d-4265-91a3-ab88f17c6e7e,Cloudera Insurance Industry Overview,1,0,0,Use Case
0389e4a7-9640-4a28-8f7c-e2a148f8eb37,IaaS Client-Facing Deck,2,2,100,Client Presentation
a6aa2087-68eb-451c-869d-40b7379f05d3,Point of View - Organize,1,1,100,Client Presentation
c337c1bc-b2d5-454d-8287-fa76bfcdac5e,IBM Security and Cisco Security Visual Handout,1,0,0,Solution Brief/Data Sheet
617bf6cc-9b2f-4080-bd28-7fc54bca0719,IBM Security Strategy Overview - Client presentation,6,2,33.33,Client Presentation
873ea5d7-c8bf-4f8d-973e-7b0f87ee6437,Technical Overview - OpenPages with Watson 8.2 On-Cloud Licensing and Product Structure,1,1,100,Solution/Product Overview
4b3322de-e48b-4f5b-94e0-a3c5d9e3c306,IBM Data and AI Storyline Executive Summary,1,1,100,Client Presentation
a317a8ac-0911-4d5e-a5d6-e79ba57b6290,Linkedin 1200x628,1,0,0,Event
d6125e0a-030e-4c5d-8bfe-cca6420aea63,IBM Security Identity Governance and Intelligence - Client Presentation,2,0,0,Client Presentation
977dd32b-995f-40a9-9b41-3cdabd40b09c,Cognos Analytics - Capabilities Presentation for Clients,1,1,100,Client Presentation
6ce6cde7-b2d7-44ac-8933-1e6511cbd6b1,Whitepaper - Using IBM Data Model for Energy and Utilities with IBM Maximo,1,1,100,Expert POV
ca5dc27c-0bfc-42b6-a8c0-8ee082bd59fb,Cloudera Retail CPG Industry Overview,1,0,0,Use Case
fdcd5b38-f28a-4fb8-bda1-ae7e9a69de9f,Client Deck (long): Journey to AIOps - NOI,2,2,100,Seller presentation/Enablement
5160eff1-9f7c-4538-83fe-dffdb48476b9,IBM Optim,1,1,100,Training/Course
583eb5dc-67ae-4b47-96a2-d3f713ddc1a0,IBM Security Secret Server - Data Sheet,1,0,0,Solution Brief/Data Sheet
25d8e9a8-d6b4-4402-8929-e6ac849a59e6,Planning Analytics - Intro Presentation for Clients,2,2,100,Client Presentation
ae53c481-0bf1-4731-9979-0349b0733a7f,Enhance IT resiliency and business continuity client presentation - French,1,0,0,Client Presentation
1b315797-705c-4c1e-87fe-247fb929afdb,Presentation: IBM Aspera on Cloud Overview,76,2,2.63,Solution/Product Overview
30e1d82a-46d7-4308-b802-850b7786ca1e,GTS COVID-19 Assistance,60,1,1.67,Client Presentation
7449cca6-c89e-4e01-b009-b556a0aeb16c,Engaging customers virtually client presentation with Watson - Italian,1,1,100,Client Presentation
4eddd18f-86ba-47af-862a-081cef033a11,ADP Demo - Machine Learning Use Case,3,1,33.33,Demo
10920fdd-e38e-4192-8ea9-b6be9d773266,Cyber Recovery as a Service - Client Presentation - French,1,0,0,Client Presentation
371a04de-91aa-4cfc-a113-b75fb728fb07,Register for the next Data and AI Virtual Forum on September 16,7,1,14.29,Event
11dc7038-0cb8-4ec4-b8e1-eff7c9b68f00,Data and AI Virtual Forum: DataOps Agenda,1,1,100,Event
4bda2167-a079-494d-8dc2-a24a55f9d2cd,IBM Security Virtual Summit - CEE 16 June 2020,1,0,0,Event
477fb4aa-f7ac-4343-ac55-ce6174ab9e7e,Db2 12 Technical Presentation,1,1,100,Client Presentation
9af72d64-b9aa-4eec-ae98-4feb38af5e01,Enhance IT resiliency and business continuity client presentation - Spanish,44,0,0,Client Presentation
a55317dc-2fc0-4f5d-8270-bbed97b17b28,Invito Time for Cloud,3,0,0,News
7aa4330b-84d0-45b1-ae15-d7cc3dd510b4,Accelerate agility and efficiency with Cloud client presentation - French,1,1,100,Client Presentation
d004b443-c414-4976-bb99-a192a81d432a,"IBM, Bank of America Team Up on Public Cloud Aimed at Banks - WSJ",1,1,100,News
09ae0dbe-2d15-41ec-92b8-6591f824592d,Cognos Controller on Cloud  - Enablement,3,1,33.33,Client Presentation
c3efac11-2dea-47d9-a018-32bbd2079c33,Cyber Recovery as a Service - Client Presentation - German,1,0,0,Client Presentation
dbde2634-13d4-42ea-8905-925ff33d9d83,Sales Deck Db2 AI for z/OS,2,2,100,Seller presentation/Enablement
ffb8c43f-0acb-4942-8f58-0a92da569683,Ask Me Anything about Planning Analytics & Cognos Analytics,1,1,100,<NULL>
107ceee4-7d92-4ea0-8e5e-ac2265eda59f,Data and AI Virtual Forum: Data Modernization Agenda,40,3,7.5,Event
2c88eafb-4345-41d9-b3e2-d296c720e059,Client Deck - MongoDB Overview,1,1,100,Client Presentation
a0793f6d-55b5-4060-b1a9-96c21cf76af8,Db2 12 Solution Brief,1,0,0,Solution Brief/Data Sheet
f3404673-1433-47e6-bd81-f2dd30999f16,Invite your clients to register for Think Digital,8909,871,9.78,Event
44f68bd5-2b92-42f3-8bb0-73183e24be63,3104: The Future of AI Is Flexible | IBM Think Digital Event Experience,1,0,0,Event
17ce46b4-6da1-4e3a-8daa-bc941f8be52f,Invite your clients! Data and AI Virtual Forum - July 29,211,11,5.21,Event
cbca878c-af15-4fcd-ab66-83f268331594,Presentation: IBM Aspera Full Product Overview,3,2,66.67,Client Presentation
0936eb5e-058a-458f-a193-3f9ce98fd32f,Telco Network Cloud Manager Client Presentation - Orchestration Long Presentation,1,1,100,Client Presentation
916108b4-4951-41bc-9f41-15822b438a74,Think2020_PPT_Template,2,2,100,Event
73815200-febf-432f-9613-ce2cd98febd7,Enterprise Video Streaming Free Access COVID 19,4,1,25,Client Presentation
f5e42ed9-2993-4728-b315-81fffb28021b,IBM Z Hardware Innovation Short Client Presentation_2020-Sep-15,12,5,41.67,Client Presentation
c267aac6-f478-4ef6-b74d-6067e9dec209,Invitation business pdf,64,1,1.56,Event
eec34995-7ced-4fee-881b-f0472568233b,DBA Whiteboard pptx: Automation Modernization,2,2,100,Seller presentation/Enablement
f90bbd84-428e-4d71-9e81-69b071018563,Invitation IT pdf,91,1,1.1,Event
21f452f8-2118-429c-8210-d75841cdb9c6,IBM Security Threat Intelligence Insights one pager,1,0,0,Solution Brief/Data Sheet
bb64b1ea-9d5b-41fd-a365-98ed241d0b5a,Invitation pdf,27,3,11.11,Event
2597e71a-4da8-4b22-ba92-d1d20c470893,HR and Talent for CxO,1,1,100,Event
ca9c1074-8500-4869-aff3-cf6875c1cfb2,Why IBM z15 and LinuxONE III Single Frame for Banking_2020-Apr-13,1,1,100,Client Presentation
24cc5a00-a1ed-4434-94e2-378b4ffb9d08,BAI - Client Sales Presentation,2,1,50,Client Presentation
f65305dc-b0c9-44a3-8e13-c5e6ec120edc,IBM Cloud Pak for Security Email Templates,1,0,0,Template
81945c9e-7f42-454c-ae90-8bd0cd10b7e7,IBM Cloud Pak for Automation Demonstration,1,1,100,Demo
051e691c-30b2-4efe-aa38-cd3da02f0ba6,Event Streams - Data Sheet,1,1,100,Solution Brief/Data Sheet
f6e9e82e-3d82-4b16-879d-7ca5b56668cf,Blog: How to Enable Devs to Build Tomorrow’s Apps Today | IBM,1,0,0,Expert POV
4f672f47-9c57-4982-9e2e-779e52a77c95,OCP Cloud Paks Z - Client presentation_2019-Oct-04,1,0,0,Client Presentation
d0f4966a-56e6-4b67-bec2-80d60fb45f50,Skytap - Client Deck,4,2,50,Client Presentation
9f8f7d5e-77a5-44b2-acb5-e6307eccb346,Accelerating your Journey to Cloud - Client Presentation,6,2,33.33,Client Presentation
f4e0bd1c-e3e5-42a4-9129-2bbd7b1451ff,1 Cloud Pak Data aaS Demo Intro,1,1,100,Demo
